faction_id|faction_name|type|roll|name|legend|description|,,,,,,,,,,,,,
SM|Space Marines|Deathwatch Warlord Traits|2|PARAGON OF THEIR CHAPTER|An exemplar of their former brotherhood," the commander is a hero who selflessly upholds their honour in every mission.|Select one Warlord Trait from the <a href=""/wh40k9ed/factions/space-marines/#Chapter-Warlord-Traits"">Chapter Warlord Traits</a> for this <span class=""kwb"">WARLORD</span>. Replace all instances of that Chapter’s keyword on that Warlord Trait with <span class=""kwb"">DEATHWATCH</span>. If this <span class=""kwb"">WARLORD</span> has the heraldry of one of those Chapters (or", other than Crimson Fists, Black Templars and Flesh Tearers, one of their successor Chapters), you must select that Chapter s Warlord Trait. Note that this cannot be a Chapter Warlord Trait found in a Codex supplement.|,,,,,,,,
SM|Space Marines|Deathwatch Warlord Traits|3|NOWHERE TO HIDE (AURA)|This warlord has slain Hrud in their warrens," Kroot guerillas in their jungles and Necrons in their tombs. No alien can hide from his wrath.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>", you can select one enemy unit on the battlefield. Until the start of your next Command phase," while a friendly <span class=""tooltip00707"" data-tooltip-content=""#tooltip_content00707"" data-tooltip-anchor=""#tooltip_content00707""><span class=""kwb"">DEATHWATCH</span> <span class=""kwb"">CORE</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>", each time a model in that friendly unit makes an attack against that enemy unit," it does not receive the <a href=""/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover"">benefit of cover</a> to its saving throw against that attack.|",,,,,,,,
SM|Space Marines|Deathwatch Warlord Traits|4|OPTIMISED PRIORITY (AURA)|Endowed with preternatural strategic prowess," this warlord swiftly balances complex threat protocols.|While a friendly <span class=""tooltip00707"" data-tooltip-content=""#tooltip_content00707"" data-tooltip-anchor=""#tooltip_content00707""><span class=""kwb"">DEATHWATCH</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip00708"" data-tooltip-content=""#tooltip_content00708"" data-tooltip-anchor=""#tooltip_content00708""><span class=""kwb"">DEATHWATCH</span> <span class=""kwb"">CHARACTER</span></span> unit that is performing an <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a> is within 6"" of this <span class=""kwb"">WARLORD</span>", that unit can make ranged attacks without that action failing.|,,,,,,,,,,,
SM|Space Marines|Deathwatch Warlord Traits|5|CASTELLAN OF THE BLACK VAULT|Within the arsenals of the Death watch are masterpiece artefacts fashioned by the Imperiums greatest smiths and artificers. Those who guard these vaults are not afraid to make use of them.|When mustering your army," you can give one of the following Relics to this <span class=""kwb"">WARLORD</span>: <a href=""/wh40k9ed/factions/space-marines/#Adamantine-Mantle-10"">Adamantine Mantle</a>; <a href=""/wh40k9ed/factions/space-marines/#Artificer-Armour-10"">Artificer Armour</a>; <a href=""/wh40k9ed/factions/space-marines/#Master-crafted-Weapon-10"">Master-crafted Weapon</a>; <a href=""/wh40k9ed/factions/space-marines/#Digital-Weapons-10"">Digital Weapons</a>. This is in addition to any other Relics they may have", and each Relic in your army must be unique.|,,,,,,,,,,,
SM|Space Marines|Deathwatch Warlord Traits|6|THE TIES THAT BIND (AURA)|A legendary war leader whose vast experience has been earned over countless missions, this warlord personally assembles forces that are each a carefully crafted association of expertise," personalities and insight that fight as one.|<ul><li>While a friendly <span class=""tooltip00707"" data-tooltip-content=""#tooltip_content00707"" data-tooltip-anchor=""#tooltip_content00707""><span class=""kwb"">DEATHWATCH</span> <span class=""kwb"">CORE</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," you can re-roll <a href=""/wh40k9ed/the-rules/core-rules/#Morale-Tests"">Morale tests</a> taken for that unit.</li><li>In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""kwb"">DEATHWATCH</span> <span class=""kwb"">CORE</span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase"," that unit gains the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability. If a model in that unit already has this ability"," it counts as one additional model when determining control of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a>.</li></ul>|",,,,,,,
"ORK|Orks|Warlord Traits|1|BIGKILLA BOSS|This boss has spent his lifetime hunting the largest prey.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> fights"," if it is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy <span class=""kwb"">VEHICLE</span> or <span class=""kwb"">MONSTER</span> units", then until that fight is resolved," add 2 to this <span class=""kwb"">WARLORD</span>’s Attacks characteristic.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack against a <span class=""kwb"">VEHICLE</span> or <span class=""kwb"">MONSTER</span> unit"," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li></ul>|",,,,,,,,,
"ORK|Orks|Warlord Traits|2|BEASTGOB (AURA)|This boss’ mere presence riles up nearby squigs into a biting frenzy.|While a friendly <span class=""tooltip02009"" data-tooltip-content=""#tooltip_content02009"" data-tooltip-anchor=""#tooltip_content02009""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>LAN&gt;</span> <span class=""kwb"">SQUIG</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>", each time a model in that unit makes a melee attack with squighog jaws, smasha squig jaws or a squigosaur’s jaws, add 1 to that attack’s Damage characteristic.|,,,,,,,,,,
ORK|Orks|Warlord Traits|3|HALF-CHEWED|This boss’ many bionic limbs attest to a lifetime of confronting the most dangerous beasts he can find," and coming out victorious.|While this <span class=""kwb"">WARLORD</span> is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of an enemy <span class=""kwb"">CHARACTER</span> or <span class=""kwb"">MONSTER</span> unit", each time this model would lose a wound, roll one D6: on a 4+, that wound is not lost.|,,,,,,,,,
"ORK|Orks|Warlord Traits|1|ROADKILLA|This warlord loves to drive as fast as possible at the biggest group of enemies he can and crash straight through them.|After this <span class=""kwb"">WARLORD</span> makes a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a>"," you can select one enemy unit within 1"" of it and roll one D6: on a 2+"," that unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>.|",,,,,,,,,,,
ORK|Orks|Warlord Traits|2|GET UP IN THEIR FACES|This boss weaves through the foes’ lines," guns blazing point-blank.|This <span class=""kwb"">WARLORD</span> is eligible to shoot in a turn in which they <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a>.|",,,,,,,,,,,,
ORK|Orks|Warlord Traits|3|JUNKBOSS|This warlord’s ride is covered in extra gubbinz," making it remarkably hard to land a meaningful blow.|This <span class=""kwb"">WARLORD</span> has a 4+ <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>.|",,,,,,,,,,,,
"CSM|Chaos Space Marines|Red Corsairs|1-2|REAVER LORD|This martial genius has forged an empire of cruelty from his raids.|At the start of your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," if this <span class=""kwb"">WARLORD</span> is on the battlefield", roll one D6: on a 4+," you gain 1 <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command point</a>.|",,,,,,,,,,
"CSM|Chaos Space Marines|Red Corsairs|3-4|ANGEL OF HATRED|This once noble warlord now revels in his deepest hatreds.|Each time this <span class=""kwb"">WARLORD</span> fights"," if it made a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a>"," was charged or <a href=""/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention"">performed a Heroic Intervention</a> this turn", then until that fight is resolved," add 1 to the Strength and Attacks characteristics of this <span class=""kwb"">WARLORD</span>.|",,,,,,,,,
CSM|Chaos Space Marines|Red Corsairs|5-6|DARK RAIDER|The raids this warlord leads are as rapid as they are deadly.|Once per turn," in your <a href=""/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>"," after shooting with a friendly <span class=""tooltip00793"" data-tooltip-content=""#tooltip_content00793"" data-tooltip-anchor=""#tooltip_content00793""><span class=""kwb"">RED</span> <span class=""kwb"">CORSAIRS</span> <span class=""kwb"">CORE</span></span> unit within 6"" of this <span class=""kwb"">WARLORD</span>"," that unit can make a <a href=""/wh40k9ed/the-rules/core-rules/#Normal-Move"">Normal Move</a>. If it does so"," that unit is not eligible to <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">declare a charge</a> this turn.|",,,,,,,,,
CSM|Chaos Space Marines|Creations of Bile|1-2|SURGICAL PRECISION|This warlord’s knowledge of natural and augmented anatomy is unparalleled, and their every strike is deliberate," cruel and lethal.|Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," on an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> of 4+", that attack automatically wounds the target and the Armour Penetration characteristic of that attack is improved by 1.|,,,,,,,,,
CSM|Chaos Space Marines|Creations of Bile|3-4|PRIME TEST SUBJECT|Only the strongest test subjects long survive the rampant cell transformations associated with Biles mysterious bio-alchemy.|Add 1 to the Strength," Toughness and Wounds characteristics of this <span class=""kwb"">WARLORD</span>.|",,,,,,,,,,,,
CSM|Chaos Space Marines|Creations of Bile|5-6|TWISTED REGENERATION|Not even death is able to lay the most vile of Biles creations low.|Once per battle," when this <span class=""kwb"">WARLORD</span> is destroyed"," you can choose for them to regenerate instead of using any other rules that are triggered when this <span class=""kwb"">WARLORD</span> is destroyed. If you do so"," mark this <span class=""kwb"">WARLORD</span>’s position then remove this <span class=""kwb"">WARLORD</span> from the battlefield. At the end of the phase", roll one D6: on a 2+," set this <span class=""kwb"">WARLORD</span> back up on the battlefield as close as possible to the position you marked and not within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units", with D3 wounds remaining.|,,,,,,,
"GC|Genestealer Cults|Warlord Traits|1|FOCUS OF ADORATION|This warlord inspires such insane devotion that their minions will leap headlong into battle in order to win their favour.|While a friendly <span class=""tooltip00705"" data-tooltip-content=""#tooltip_content00705"" data-tooltip-anchor=""#tooltip_content00705""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>ULT&gt;</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02010"" data-tooltip-content=""#tooltip_content02010"" data-tooltip-anchor=""#tooltip_content02010""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>ULT&gt;</span> <span class=""kwb"">PURESTRAIN</span> <span class=""kwb"">GENESTEALERS</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," that unit is eligible to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention"">perform Heroic Interventions</a> as if it were a <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> unit.|",,,,,,,,,,,,
GC|Genestealer Cults|Warlord Traits|2|SHADOW STALKER|The gloom seems to cling to this warlord like a shroud as they emerge grinning from the darkness," claws flexing in anticipation of the kill.|Each time an attack is made against this <span class=""kwb"">WARLORD</span>"," subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|",,,,,,,,,,,
GC|Genestealer Cults|Warlord Traits|3|BIOMORPH ADAPTATION|The power of the Broodmind flows through this warlord’s veins," their physiology showing monstrous gifts and lethal enhancements.|Add 1 to the Attacks and Toughness characteristics of this <span class=""kwb"">WARLORD</span>.|",,,,,,,,,,,,
GC|Genestealer Cults|Warlord Traits|4|PROWLING AGITANT|No matter how often the oppressors seek to trap or silence this warlord, they always find themselves left empty-handed and foolish, their elusive quarry long gone.|Once per turn," when this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> is selected as the target of a charge"," before the <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge roll</a> is made and after firing any <a href=""/wh40k9ed/the-rules/core-rules/#Overwatch"">Overwatch</a>"," it can make a <a href=""/wh40k9ed/the-rules/core-rules/#Normal-Move"">Normal Move</a> of up to 6"". Your opponent can then select new targets for that charge if they wish.|",,,,,,,,
GC|Genestealer Cults|Warlord Traits|5|ALIEN MAJESTY|An aura of palpable grandeur surrounds this warlord," making their mere presence a powerful stimulant to their followers.|<ul><li>Add 3"" to the range of this <span class=""kwb"">WARLORD</span>’s aura abilities (to a maximum of 9"").</li><li>Add 3"" to the range of the following abilities this <span class=""kwb"">WARLORD</span> has (if any): <span class=""redfont"">Meticulous Planner</span>; <span class=""redfont"">Priority Target</span>.</li></ul>|",,,,,,,,,,,,
GC|Genestealer Cults|Warlord Traits|6|PRETERNATURAL SPEED|Uncannily fast in thought and deed," this warlord makes blisteringly quick attacks as its best form of defence.|<ul><li>Each time this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> makes a melee attack"," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li>At the start of the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>"," if this <span class=""kwb"">WARLORD</span> is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units", it can fight first that phase.</li></ul>|,,,,,,,,,
AE|Aeldari|Warlord Traits|1|AMBUSH OF BLADES|The warlord commands their kin to level a storm of blades," energy blasts and razor-edged shurikens into the foe.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip01252"" data-tooltip-content=""#tooltip_content01252"" data-tooltip-anchor=""#tooltip_content01252""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02011"" data-tooltip-content=""#tooltip_content02011"" data-tooltip-anchor=""#tooltip_content02011""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>RAFTWORLD&gt;</span> <span class=""kwb"">CHARACTER</span></span> unit within 9"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase", each time a model in that unit makes a melee attack, improve the Armour Penetration characteristic of that attack by 1.|,,,,,,,,,
